Time;II;Pleth
hh:mm:ss.000';mV';mV'
'00:54:12.770';-86;7.59
'00:54:12.770';-82;7.95
'00:54:12.803';-84;8.19
'00:54:12.853';-88;9.74
'00:54:12.853';-92;12.96
'00:54:12.853';-94;11.5
'00:54:12.903';-97;6.24
'00:54:12.903';-96;1.02
'00:54:12.936';-94;-1.47
'00:54:12.936';-89;-6.4
'00:54:12.970';-85;-25.85
'00:54:12.970';-85;180.77
'00:54:13.019';-84;35.78
'00:54:13.019';-82;-56.06
'00:54:13.052';-81;-55.1
'00:54:13.052';-79;-50.53
'00:54:13.102';-78;-44.4
'00:54:13.102';-76;-36.85
'00:54:13.152';-74;-29.08
'00:54:13.152';-74;-20.45
'00:54:13.152';-75;-6.04
'00:54:13.202';-88;9.4
'00:54:13.202';-119;14.63
'00:54:13.235';-158;9.9
'00:54:13.235';-186;3.38
'00:54:13.269';-199;-0.04
'00:54:13.269';-200;-0.49
'00:54:13.304';-192;0.35
'00:54:13.353';-179;0.84
'00:54:13.353';-164;1.91
'00:54:13.353';-148;3.54
'00:54:13.403';-131;4.88
'00:54:13.403';-117;6.13
'00:54:13.436';-103;7.89
'00:54:13.436';-93;8.25
'00:54:13.470';-87;8.44
'00:54:13.470';-83;8.57
'00:54:13.519';-85;9.41
'00:54:13.519';-89;12.75
'00:54:13.553';-94;14.96
'00:54:13.553';-95;11.69
'00:54:13.603';-96;7.31
'00:54:13.603';-95;3.5
'00:54:13.636';-92;1.45
'00:54:13.636';-89;-15.46
'00:54:13.686';-87;75.47
'00:54:13.686';-82;109.52
'00:54:13.736';-82;-11.85
'00:54:13.736';-79;-46.34
'00:54:13.736';-79;-42.81
'00:54:13.787';-77;-37.53
'00:54:13.787';-78;-31.58
'00:54:13.787';-78;-26.54
'00:54:13.821';-77;-18.65
'00:54:13.870';-75;-5.87
'00:54:13.870';-83;8.31
'00:54:13.870';-105;16.86
'00:54:13.903';-144;12.11
'00:54:13.953';-175;4.26
'00:54:13.953';-194;-2.11
'00:54:13.953';-200;-4.78
'00:54:13.986';-194;-5.33
'00:54:13.986';-186;-5.22
'00:54:14.036';-171;-4.13
'00:54:14.036';-154;-1.96
'00:54:14.069';-139;1.29
'00:54:14.069';-124;4.73
'00:54:14.119';-109;7.82
'00:54:14.119';-97;9.59
'00:54:14.153';-90;10.12
'00:54:14.153';-84;10.08
'00:54:14.185';-85;10.06
'00:54:14.185';-88;11
'00:54:14.219';-93;14.32
'00:54:14.253';-97;15.27
'00:54:14.253';-99;12.08
'00:54:14.303';-99;7.41
'00:54:14.303';-97;3.54
'00:54:14.303';-93;0.08
'00:54:14.337';-89;-26.26
'00:54:14.369';-84;121.89
'00:54:14.369';-82;92.86
'00:54:14.419';-81;-18.12
'00:54:14.419';-81;-46.6
'00:54:14.468';-81;-42.17
'00:54:14.468';-79;-36.56
'00:54:14.468';-78;-29.94
'00:54:14.503';-77;-24
'00:54:14.503';-75;-17.08
'00:54:14.552';-77;-4.38
'00:54:14.552';-86;9.42
'00:54:14.585';-114;16.5
'00:54:14.585';-151;11.58
'00:54:14.619';-181;5.07
'00:54:14.670';-197;1.26
'00:54:14.670';-199;0.18
'00:54:14.670';-192;-0.26
'00:54:14.716';-179;-0.18
'00:54:14.716';-161;0.09
'00:54:14.752';-144;0.69
'00:54:14.752';-129;1.59
'00:54:14.784';-114;2.84
'00:54:14.784';-101;4.19
'00:54:14.834';-90;5.27
'00:54:14.834';-83;6.33
'00:54:14.868';-83;7.07
'00:54:14.868';-84;8.62
'00:54:14.903';-87;13.14
'00:54:14.937';-90;16.5
'00:54:14.937';-93;11.95
'00:54:14.987';-95;7.75
'00:54:14.987';-93;4.57
'00:54:14.987';-90;2.55
'00:54:15.036';-88;-6.66
'00:54:15.036';-84;2.23
'00:54:15.069';-82;103.48
'00:54:15.069';-78;9.75
'00:54:15.103';-76;-39.24
'00:54:15.103';-76;-39.04
'00:54:15.152';-74;-35.29
'00:54:15.152';-72;-31.05
'00:54:15.185';-71;-25.4
'00:54:15.185';-70;-18.59
'00:54:15.235';-70;-9.04
'00:54:15.235';-74;5.98
'00:54:15.269';-90;15.48
'00:54:15.269';-122;15.18
'00:54:15.319';-161;9.6
'00:54:15.319';-188;2.48
'00:54:15.354';-201;-2.14
'00:54:15.354';-199;-3.08
'00:54:15.403';-188;-3.05
'00:54:15.403';-171;-2.76
'00:54:15.451';-153;-1.43
'00:54:15.451';-134;0.83
'00:54:15.451';-116;3.86
'00:54:15.484';-102;6.24
'00:54:15.484';-89;7.3
'00:54:15.519';-81;7.53
'00:54:15.553';-77;7.65
'00:54:15.553';-79;8.8
'00:54:15.602';-82;12.81
'00:54:15.602';-88;14.06
'00:54:15.602';-92;10.63
'00:54:15.636';-96;6.3
'00:54:15.685';-95;2.97
'00:54:15.685';-93;-0.1
'00:54:15.685';-91;-21.9
'00:54:15.718';-88;124.75
'00:54:15.752';-86;84.61
'00:54:15.752';-83;-25.73
'00:54:15.786';-80;-44.42
'00:54:15.786';-79;-41.17
'00:54:15.836';-77;-35.93
'00:54:15.836';-77;-30.87
'00:54:15.870';-76;-24.39
'00:54:15.870';-76;-16.15
'00:54:15.918';-76;-2.24
'00:54:15.918';-84;11.18
'00:54:15.953';-108;15.06
'00:54:15.953';-147;10.92
'00:54:16.003';-181;5.19
'00:54:16.003';-200;2.01
'00:54:16.003';-206;1.55
'00:54:16.035';-199;1.7
'00:54:16.068';-186;1.78
'00:54:16.068';-169;2.03
'00:54:16.103';-152;3.36
'00:54:16.152';-136;4.99
'00:54:16.152';-120;6.15
'00:54:16.152';-105;6.68
'00:54:16.185';-93;7.02
'00:54:16.185';-85;7.24
'00:54:16.236';-83;7.58
'00:54:16.236';-87;10.11
'00:54:16.285';-90;14.36
'00:54:16.285';-95;12.52
'00:54:16.285';-98;9.68
'00:54:16.319';-100;7.02
'00:54:16.368';-98;4.22
'00:54:16.368';-94;-1.94
'00:54:16.368';-90;-14.59
'00:54:16.403';-86;162.17
'00:54:16.403';-83;37.79
'00:54:16.452';-79;-55.99
'00:54:16.452';-77;-57.82
'00:54:16.484';-75;-53.21
'00:54:16.484';-75;-47.16
'00:54:16.535';-76;-39.74
'00:54:16.535';-75;-33.18
'00:54:16.569';-76;-23.76
'00:54:16.569';-80;-8.34
'00:54:16.603';-96;5.52
'00:54:16.603';-129;8.54
'00:54:16.636';-169;3.33
'00:54:16.686';-196;-1.87
'00:54:16.686';-208;-3.96
'00:54:16.686';-206;-4.39
'00:54:16.736';-196;-3.32
'00:54:16.736';-180;-2.04
'00:54:16.769';-162;0.66
'00:54:16.769';-145;3.68
'00:54:16.819';-129;6.2
'00:54:16.819';-114;7.31
'00:54:16.853';-103;8.21
'00:54:16.853';-93;8.45
'00:54:16.903';-86;8.82
'00:54:16.903';-85;9.3
'00:54:16.903';-89;12.19
'00:54:16.953';-92;13.8
'00:54:16.953';-96;10.89
'00:54:17.002';-100;6.72
'00:54:17.002';-102;3.73
'00:54:17.002';-100;1.29
'00:54:17.035';-96;-13.68
'00:54:17.069';-90;53.57
'00:54:17.069';-85;118.24
'00:54:17.119';-83;-16.64
'00:54:17.119';-79;-49.7
'00:54:17.119';-77;-45.9
'00:54:17.153';-76;-41.06
'00:54:17.202';-73;-33.94
'00:54:17.202';-72;-27.93
'00:54:17.202';-71;-19.94
'00:54:17.235';-72;-8.55
'00:54:17.286';-82;6.32
'00:54:17.286';-107;14.25
'00:54:17.286';-145;11.12
'00:54:17.336';-180;5.83
'00:54:17.336';-201;0.9
'00:54:17.386';-207;-0.05
'00:54:17.386';-202;-0.4
'00:54:17.386';-189;-0.58
'00:54:17.435';-171;0.26
'00:54:17.435';-151;0.93
'00:54:17.468';-133;2.36
'00:54:17.468';-118;3.91
'00:54:17.517';-103;5.14
'00:54:17.517';-90;6.29
'00:54:17.517';-83;6.79
'00:54:17.568';-81;7.35
'00:54:17.568';-83;10.59
'00:54:17.618';-87;14.33
'00:54:17.618';-93;11.65
'00:54:17.652';-95;7.3
'00:54:17.652';-95;3.5
'00:54:17.686';-94;1.45
'00:54:17.686';-92;-4.7
'00:54:17.734';-88;-24.47
'00:54:17.734';-84;164.73
'00:54:17.781';-81;40.34
'00:54:17.781';-78;-45.58
'00:54:17.781';-78;-47.77
'00:54:17.827';-77;-43.66
'00:54:17.827';-76;-37.52
'00:54:17.874';-75;-30.45
'00:54:17.874';-74;-22.47
'00:54:17.922';-73;-12.44
'00:54:17.922';-76;1.3
'00:54:17.922';-90;11.74
'00:54:17.969';-123;12.53
'00:54:17.969';-160;7.33
'00:54:18.016';-188;-0.08
'00:54:18.016';-202;-4.99
'00:54:18.016';-202;-5.51
'00:54:18.062';-191;-5.32
'00:54:18.062';-176;-3.86
'00:54:18.109';-159;-2.13
'00:54:18.109';-142;-0.17
'00:54:18.156';-125;2.27
'00:54:18.156';-108;4.75
'00:54:18.202';-96;6.75
'00:54:18.202';-85;8.31
'00:54:18.202';-82;8.89
'00:54:18.248';-84;12.36
'00:54:18.248';-88;16.49
'00:54:18.284';-92;13.16
'00:54:18.284';-96;7.4
'00:54:18.318';-99;2.67
'00:54:18.352';-98;0.86
'00:54:18.352';-97;-4.33
'00:54:18.386';-93;-19.52
'00:54:18.386';-89;149.45
'00:54:18.420';-84;37.38
'00:54:18.420';-81;-47.98
'00:54:18.467';-79;-47.09
'00:54:18.467';-76;-42.07
'00:54:18.501';-74;-35.03
'00:54:18.501';-74;-26.82
'00:54:18.536';-73;-17.68
'00:54:18.569';-74;-6.5
'00:54:18.569';-77;8.98
'00:54:18.603';-93;20.65
'00:54:18.603';-125;18.28
'00:54:18.653';-164;12.04
'00:54:18.653';-193;4.18
'00:54:18.686';-205;0.68
'00:54:18.686';-204;-0.12
'00:54:18.736';-192;-0.08
'00:54:18.736';-177;0.21
'00:54:18.769';-160;1.53
'00:54:18.769';-143;3.77
'00:54:18.802';-129;5.81
'00:54:18.802';-114;7.96
'00:54:18.836';-102;9.06
'00:54:18.836';-94;9.36
'00:54:18.869';-90;9.27
'00:54:18.902';-90;11.11
'00:54:18.902';-96;14.77
'00:54:18.952';-101;12.89
'00:54:18.952';-105;8.15
'00:54:19.002';-107;3.97
'00:54:19.002';-109;2.12
'00:54:19.002';-104;-2.67
'00:54:19.036';-101;-19.13
'00:54:19.069';-93;174.4
'00:54:19.069';-89;37.82
'00:54:19.119';-86;-53.73
'00:54:19.119';-83;-53.98
'00:54:19.119';-82;-50.12
'00:54:19.152';-82;-44.03
'00:54:19.186';-81;-36.24
'00:54:19.186';-79;-28.77
'00:54:19.236';-79;-18.12
'00:54:19.236';-82;-3.16
'00:54:19.269';-98;10.53
'00:54:19.269';-131;12.86
'00:54:19.319';-165;7.23
'00:54:19.319';-190;0.49
'00:54:19.319';-200;-2.49
'00:54:19.352';-200;-2.72
'00:54:19.386';-190;-2.16
'00:54:19.386';-177;-1.84
'00:54:19.419';-161;-0.94
'00:54:19.419';-148;0.52
'00:54:19.468';-134;2.62
'00:54:19.468';-119;4.4
'00:54:19.501';-106;6.28
'00:54:19.501';-93;8.25
'00:54:19.535';-89;9.22
'00:54:19.569';-87;9.15
'00:54:19.569';-90;11.27
'00:54:19.602';-94;14.93
'00:54:19.602';-100;12.53
'00:54:19.636';-102;8.02
'00:54:19.636';-102;4.35
'00:54:19.686';-99;2.39
'00:54:19.686';-94;-3.27
'00:54:19.736';-88;-23.7
'00:54:19.736';-83;177.54
'00:54:19.769';-80;39.62
'00:54:19.769';-78;-54.61
'00:54:19.802';-78;-57.7
'00:54:19.802';-77;-50.72
'00:54:19.837';-76;-43.1
'00:54:19.837';-74;-35.66
'00:54:19.886';-71;-27.9
'00:54:19.886';-69;-17.64
'00:54:19.936';-72;-2.48
'00:54:19.936';-89;10.78
'00:54:19.936';-124;13.6
'00:54:19.969';-160;7.95
'00:54:20.019';-184;1.82
'00:54:20.019';-195;-0.73
'00:54:20.019';-194;-1.29
'00:54:20.052';-184;-1.19
'00:54:20.086';-171;-0.64
'00:54:20.086';-157;0.46
'00:54:20.119';-142;1.89
'00:54:20.119';-127;3.63
'00:54:20.169';-115;5.01
'00:54:20.169';-101;6.56
'00:54:20.202';-90;7.34
'00:54:20.202';-84;8.09
'00:54:20.235';-84;8.33
'00:54:20.286';-86;9.83
'00:54:20.286';-91;14.22
'00:54:20.286';-94;15.79
'00:54:20.319';-95;12.22
'00:54:20.319';-95;7.94
'00:54:20.367';-92;4.76
'00:54:20.367';-88;2.24
'00:54:20.401';-85;-16.62
'00:54:20.401';-82;86.19
'00:54:20.451';-76;108.01
'00:54:20.451';-72;-4.65
'00:54:20.486';-69;-46.52
'00:54:20.486';-66;-45.25
'00:54:20.536';-65;-41.2
'00:54:20.536';-65;-36.38
'00:54:20.536';-65;-30.82
'00:54:20.586';-66;-22.23
'00:54:20.586';-69;-8.8
'00:54:20.636';-81;6.85
'00:54:20.636';-108;13.16
'00:54:20.636';-148;7.38
'00:54:20.685';-180;0.76
'00:54:20.685';-195;-4.01
'00:54:20.718';-198;-5.52
'00:54:20.718';-190;-4.92
'00:54:20.753';-176;-4
'00:54:20.802';-161;-2.27
'00:54:20.802';-148;-0.92
'00:54:20.802';-135;0.92
'00:54:20.836';-123;3.26
'00:54:20.836';-110;4.97
'00:54:20.885';-98;6.37
'00:54:20.885';-93;6.91
'00:54:20.936';-93;7.48
'00:54:20.936';-96;7.86
'00:54:20.936';-103;10.35
'00:54:20.973';-109;13.13
'00:54:21.019';-110;11.21
'00:54:21.019';-109;7.52
'00:54:21.019';-105;4.77
'00:54:21.052';-101;2.81
'00:54:21.052';-95;-5.05
'00:54:21.101';-88;-8.25
'00:54:21.101';-86;89.75
'00:54:21.135';-83;17.99
'00:54:21.135';-82;-39.85
'00:54:21.168';-81;-40.85
'00:54:21.202';-82;-38.46
'00:54:21.202';-82;-34.47
'00:54:21.251';-84;-27.94
'00:54:21.251';-84;-20.1
'00:54:21.286';-83;-9.27
'00:54:21.286';-88;5.84
'00:54:21.335';-107;18.2
'00:54:21.335';-146;15.44
'00:54:21.335';-184;8.47
'00:54:21.368';-209;1.72
'00:54:21.401';-218;-1.97
'00:54:21.401';-215;-2.94
'00:54:21.436';-205;-2.23
'00:54:21.436';-192;-1.55
'00:54:21.485';-175;-0.05
'00:54:21.485';-159;2.04
'00:54:21.519';-144;4.38
'00:54:21.519';-129;7.51
'00:54:21.569';-115;9.32
'00:54:21.569';-105;9.94
'00:54:21.619';-100;11.16
'00:54:21.619';-99;14.09
'00:54:21.619';-105;20.36
'00:54:21.652';-109;19.68
'00:54:21.702';-114;15.09
'00:54:21.702';-116;10.99
'00:54:21.702';-113;7.29
'00:54:21.752';-107;2.16
'00:54:21.752';-99;-20.04
'00:54:21.752';-93;180.18
'00:54:21.785';-85;55.98
'00:54:21.835';-76;-51
'00:54:21.835';-68;-50.08
'00:54:21.835';-64;-45.01
'00:54:21.869';-58;-38.47
'00:54:21.903';-52;-30.71
'00:54:21.903';-48;-24.06
'00:54:21.951';-44;-15.2
'00:54:21.951';-44;-2.69
'00:54:21.986';-55;10.07
'00:54:21.986';-85;13.97
'00:54:22.036';-127;8.87
'00:54:22.036';-160;2.36
'00:54:22.036';-177;-1.05
'00:54:22.069';-180;-1.49
'00:54:22.103';-171;-0.99
'00:54:22.103';-158;-0.71
'00:54:22.151';-142;-0.31
'00:54:22.151';-127;1.05
'00:54:22.186';-112;2.6
'00:54:22.186';-100;4.19
'00:54:22.234';-89;5.37
'00:54:22.234';-80;6.46
'00:54:22.234';-76;7.2
'00:54:22.285';-76;9.55
'00:54:22.285';-79;14.71
'00:54:22.318';-84;13.93
'00:54:22.318';-89;9.75
'00:54:22.352';-91;5.52
'00:54:22.386';-91;2.97
'00:54:22.386';-89;-2.03
'00:54:22.435';-85;-24.02
'00:54:22.435';-80;186.41
'00:54:22.435';-77;48.34
'00:54:22.485';-75;-56.87
'00:54:22.485';-75;-55.15
'00:54:22.518';-74;-50.37
'00:54:22.518';-73;-43.69
'00:54:22.568';-73;-35.77
'00:54:22.568';-71;-27.91
'00:54:22.602';-71;-17.02
'00:54:22.602';-73;-1.39
'00:54:22.651';-88;13.98
'00:54:22.651';-120;18.13
'00:54:22.651';-159;13.86
'00:54:22.684';-187;7.1
'00:54:22.718';-201;2.74
'00:54:22.718';-200;1.39
'00:54:22.752';-191;1.63
'00:54:22.752';-177;2.03
'00:54:22.801';-161;2.27
'00:54:22.801';-147;3.28
'00:54:22.834';-133;4.41
'00:54:22.834';-120;5.87
'00:54:22.869';-107;6.78
'00:54:22.920';-95;7.39
'00:54:22.920';-88;7.79
'00:54:22.920';-86;8.74
'00:54:22.968';-89;11.48
'00:54:22.968';-93;16.09
'00:54:23.003';-96;13.82
'00:54:23.003';-96;8.67
'00:54:23.036';-97;4.05
'00:54:23.036';-93;1.6
'00:54:23.083';-89;-2.87
'00:54:23.083';-85;-21.99
'00:54:23.116';-80;179.31
'00:54:23.116';-75;42.56
'00:54:23.165';-71;-54.37
'00:54:23.165';-69;-55.86
'00:54:23.200';-68;-51.81
'00:54:23.200';-68;-44.71
'00:54:23.234';-68;-37.81
'00:54:23.234';-69;-30.73
'00:54:23.269';-70;-20.85
'00:54:23.302';-76;-5.15
'00:54:23.302';-93;9.34
'00:54:23.352';-127;13.19
'00:54:23.352';-169;7.93
'00:54:23.352';-196;1.33
'00:54:23.386';-206;-2.62
'00:54:23.435';-203;-3.77
'00:54:23.435';-191;-3.86
'00:54:23.435';-173;-2.79
'00:54:23.469';-157;-2.02
'00:54:23.502';-140;-0.96
'00:54:23.502';-125;0.37
'00:54:23.536';-111;2.27
'00:54:23.536';-98;4.12
'00:54:23.569';-89;5.43
'00:54:23.619';-85;6.25
'00:54:23.619';-86;6.75
'00:54:23.619';-89;8.07
'00:54:23.669';-92;12.49
'00:54:23.669';-94;14.79
'00:54:23.702';-93;11.33
'00:54:23.702';-93;7.79
'00:54:23.753';-91;5.25
'00:54:23.753';-88;3.11
'00:54:23.753';-83;-11.53
'00:54:23.802';-80;58.89
'00:54:23.802';-76;124.47
'00:54:23.835';-74;-15.23
'00:54:23.835';-72;-47.81
'00:54:23.885';-71;-45.54
'00:54:23.885';-70;-40.18
'00:54:23.919';-68;-33.45
'00:54:23.919';-69;-26.7
'00:54:23.968';-68;-18.08
'00:54:23.968';-68;-5.74
'00:54:23.968';-76;7
'00:54:24.019';-105;15.55
'00:54:24.019';-147;12.81
'00:54:24.053';-181;7.76
'00:54:24.053';-200;2.46
'00:54:24.101';-205;0.2
'00:54:24.101';-199;-0.3
'00:54:24.152';-185;-0.53
'00:54:24.152';-170;-0.14
'00:54:24.152';-153;0.58
'00:54:24.186';-137;1.6
'00:54:24.235';-122;3.19
'00:54:24.235';-107;5.17
'00:54:24.235';-95;6.75
'00:54:24.285';-86;7.49
'00:54:24.285';-85;7.92
'00:54:24.319';-87;8.19
'00:54:24.319';-92;10.73
'00:54:24.368';-96;14.65
'00:54:24.368';-99;13.55
'00:54:24.402';-101;10.26
'00:54:24.402';-100;7.34
'00:54:24.435';-98;5.56
'00:54:24.435';-94;0.54
'00:54:24.468';-90;-24.4
'00:54:24.468';-87;176.97
'00:54:24.519';-86;63.44
'00:54:24.519';-84;-43.33
'00:54:24.569';-83;-50.39
'00:54:24.569';-81;-46.43
'00:54:24.601';-81;-41.68
'00:54:24.601';-79;-35.41
'00:54:24.651';-78;-28.32
'00:54:24.651';-78;-19.29
'00:54:24.651';-81;-4.3
'00:54:24.686';-96;10.11
'00:54:24.735';-130;13.43
'00:54:24.735';-165;9.19
'00:54:24.735';-189;3.33
'00:54:24.785';-199;-0.97
'00:54:24.785';-199;-2.93
'00:54:24.835';-190;-2.96
'00:54:24.835';-177;-2.68
'00:54:24.835';-163;-1.55
'00:54:24.868';-148;-0.1
'00:54:24.902';-134;1.66
'00:54:24.902';-121;3.04
'00:54:24.936';-109;4.9
'00:54:24.936';-103;6.27
'00:54:24.986';-100;7.14
'00:54:24.986';-99;7.97
'00:54:25.019';-104;10.42
'00:54:25.019';-111;15.04
'00:54:25.051';-116;14.13
'00:54:25.051';-121;9.2
'00:54:25.085';-121;4.99
'00:54:25.119';-118;3.13
'00:54:25.119';-113;-1.27
'00:54:25.169';-108;-25.27
'00:54:25.169';-103;163.79
'00:54:25.169';-100;65.98
'00:54:25.219';-98;-40.11
'00:54:25.219';-99;-45.53
'00:54:25.269';-98;-42.25
'00:54:25.269';-97;-36.85
'00:54:25.269';-95;-30.36
'00:54:25.302';-93;-24.28
'00:54:25.352';-90;-15.59
'00:54:25.352';-90;-0.65
'00:54:25.352';-102;12.61
'00:54:25.386';-130;14.87
'00:54:25.435';-162;10.22
'00:54:25.435';-185;2.37
'00:54:25.435';-195;-2.31
'00:54:25.485';-194;-4.18
'00:54:25.485';-186;-4.93
'00:54:25.535';-175;-4.95
'00:54:25.535';-161;-3.73
'00:54:25.535';-148;-2.45
'00:54:25.569';-135;-1.18
'00:54:25.619';-122;0.62
'00:54:25.619';-112;2.02
'00:54:25.619';-103;3.28
'00:54:25.669';-100;4.42
'00:54:25.669';-99;6.95
'00:54:25.669';-105;12.65
'00:54:25.719';-111;15.22
'00:54:25.719';-118;10.46
'00:54:25.752';-123;5.98
'00:54:25.752';-123;3.11
'00:54:25.802';-122;1.76
'00:54:25.802';-120;-15.92
'00:54:25.852';-117;119.46
'00:54:25.852';-113;93.8
'00:54:25.852';-109;-16.48
'00:54:25.885';-105;-41.85
'00:54:25.885';-103;-38.09
'00:54:25.934';-102;-33.76
'00:54:25.934';-103;-29.45
'00:54:25.983';-99;-25.39
'00:54:25.983';-96;-18.63
'00:54:26.035';-96;-4.95
'00:54:26.035';-106;10.75
'00:54:26.035';-131;15.75
'00:54:26.069';-158;12.08
'00:54:26.069';-180;4.42
'00:54:26.119';-191;-2.46
'00:54:26.119';-194;-6.64
'00:54:26.152';-189;-6.32
'00:54:26.152';-178;-5.87
'00:54:26.202';-167;-4.78
'00:54:26.202';-156;-4
'00:54:26.235';-145;-2.42
'00:54:26.235';-134;-0.52
'00:54:26.285';-123;1.62
'00:54:26.285';-115;3.16
'00:54:26.318';-110;4.11
'00:54:26.318';-109;4.98
'00:54:26.369';-110;8.06
'00:54:26.369';-114;15.44
'00:54:26.369';-120;13.11
'00:54:26.402';-124;9.61
'00:54:26.435';-126;7.15
'00:54:26.435';-123;5.87
'00:54:26.485';-118;0.69
'00:54:26.485';-114;-4.27
'00:54:26.519';-109;131.56
'00:54:26.519';-103;19
'00:54:26.553';-100;-51.24
'00:54:26.553';-98;-49.25
'00:54:26.601';-97;-44.95
'00:54:26.601';-96;-38.64
'00:54:26.635';-96;-30.91
'00:54:26.635';-94;-24.74
'00:54:26.685';-93;-13.5
'00:54:26.685';-96;3.06
'00:54:26.719';-115;16.92
'00:54:26.719';-142;17.65
'00:54:26.752';-163;12.66
'00:54:26.752';-177;6.57
'00:54:26.802';-181;3.14
'00:54:26.802';-177;1.69
'00:54:26.852';-169;1.43
'00:54:26.852';-159;2.17
'00:54:26.852';-148;2.39
'00:54:26.902';-138;2.75
'00:54:26.902';-131;3.63
'00:54:26.952';-123;4.85
'00:54:26.952';-117;5.66
'00:54:26.952';-112;6.26
'00:54:27.001';-107;7.39
'00:54:27.001';-106;9.11
'00:54:27.051';-106;13.3
'00:54:27.051';-111;14.85
'00:54:27.051';-113;12.72
'00:54:27.085';-112;10.26
'00:54:27.134';-111;6.74
'00:54:27.134';-107;4.32
'00:54:27.134';-103;-9.39
'00:54:27.168';-98;69.45
'00:54:27.168';-93;127.22
'00:54:27.219';-89;-17.33
'00:54:27.219';-86;-48
'00:54:27.267';-84;-43.2
'00:54:27.267';-80;-38.03
'00:54:27.267';-76;-31.27
'00:54:27.302';-72;-25.14
'00:54:27.335';-72;-17.01
'00:54:27.335';-73;-7.24
'00:54:27.369';-82;6.89
'00:54:27.369';-109;14.99
'00:54:27.418';-139;10.82
'00:54:27.418';-161;3.86
'00:54:27.452';-173;-0.42
'00:54:27.452';-175;-3.18
'00:54:27.502';-170;-3.97
'00:54:27.502';-160;-3.64
'00:54:27.552';-143;-2.92
'00:54:27.552';-128;-1.41
'00:54:27.552';-115;0.44
'00:54:27.586';-103;2.55
'00:54:27.586';-91;4.79
'00:54:27.635';-80;5.96
'00:54:27.635';-75;6.62
'00:54:27.668';-74;7.29
'00:54:27.668';-75;9.8
'00:54:27.701';-77;15.26
'00:54:27.750';-82;13.73
'00:54:27.750';-85;9.23
'00:54:27.750';-85;5.04
'00:54:27.796';-84;1.29
'00:54:27.796';-80;-4.78
'00:54:27.843';-75;-27.58
'00:54:27.843';-71;177.59
'00:54:27.843';-66;49.05
'00:54:27.889';-64;-50.77
'00:54:27.889';-61;-51.9
'00:54:27.936';-59;-48.4
'00:54:27.936';-57;-43.14
'00:54:27.982';-57;-35.62
'00:54:27.982';-55;-28.05
'00:54:28.029';-52;-17.24
'00:54:28.029';-53;-2.15
'00:54:28.029';-64;11.56
'00:54:28.076';-97;13.2
'00:54:28.076';-136;7.65
'00:54:28.122';-160;-0.22
'00:54:28.122';-171;-5.16
'00:54:28.122';-171;-6.62
'00:54:28.168';-163;-6.37
'00:54:28.168';-151;-5.67
'00:54:28.215';-135;-3.61
'00:54:28.215';-118;-1.16
'00:54:28.263';-103;1.07
'00:54:28.263';-87;3.63
'00:54:28.300';-74;5.31
'00:54:28.300';-67;6.27
'00:54:28.335';-65;6.81
'00:54:28.335';-66;7.93
'00:54:28.368';-72;12.9
'00:54:28.368';-79;17.3
'00:54:28.418';-86;12.49
'00:54:28.418';-89;7.87
'00:54:28.452';-90;5.5
'00:54:28.452';-88;4.03
'00:54:28.502';-84;-6.11
'00:54:28.502';-79;49.55
'00:54:28.535';-75;124.76
'00:54:28.535';-70;-12.61
'00:54:28.585';-68;-43.86
'00:54:28.585';-68;-39.16
'00:54:28.585';-69;-35.71
'00:54:28.633';-68;-31.57
'00:54:28.633';-68;-27.07
'00:54:28.678';-69;-20.32
'00:54:28.678';-70;-9.44
'00:54:28.718';-77;5.69
'00:54:28.718';-103;14.07
'00:54:28.752';-143;11.62
'00:54:28.752';-171;7.2
'00:54:28.785';-188;3.79
'00:54:28.785';-190;2.09
'00:54:28.835';-183;0.91
'00:54:28.835';-169;0.27
'00:54:28.868';-153;1.05
'00:54:28.868';-135;1.83
'00:54:28.918';-119;2.9
'00:54:28.918';-105;3.72
'00:54:28.968';-94;5.09
'00:54:28.968';-83;5.63
'00:54:28.968';-77;5.98
'00:54:29.001';-76;6.43
'00:54:29.052';-80;8.66
'00:54:29.052';-85;12.7
'00:54:29.052';-90;9.51
'00:54:29.084';-95;5.06
'00:54:29.084';-97;2.71
'00:54:29.135';-96;0.36
'00:54:29.135';-93;-6.46
'00:54:29.168';-88;-11.92
'00:54:29.168';-83;123.62
'00:54:29.202';-81;14.74
'00:54:29.235';-77;-56.01
'00:54:29.235';-74;-56.89
'00:54:29.285';-72;-51.51
'00:54:29.285';-71;-44.14
'00:54:29.285';-71;-35.19
'00:54:29.335';-70;-27.98
'00:54:29.335';-69;-17.77
'00:54:29.385';-73;-1.34
'00:54:29.385';-93;11.37
'00:54:29.385';-132;14.44
'00:54:29.419';-164;8.81
'00:54:29.469';-184;3.26
'00:54:29.469';-188;-0.49
'00:54:29.469';-185;-0.73
'00:54:29.518';-174;-0.49
'00:54:29.518';-160;-0.1
'00:54:29.551';-146;1.31
'00:54:29.551';-131;3.4
'00:54:29.586';-118;5.87
'00:54:29.586';-105;7.37
'00:54:29.635';-93;7.92
'00:54:29.635';-84;7.94
'00:54:29.668';-79;7.96
'00:54:29.668';-80;8.51
'00:54:29.718';-84;11.1
'00:54:29.718';-92;12.32
'00:54:29.751';-97;9.2
'00:54:29.751';-99;5.32
'00:54:29.802';-98;1.71
